PartyId,CollisionId,PartyNumber,PartyType,IsAtFault,IsOnDutyEmergencyVehicle,IsHitAndRun,AirbagCode,AirbagDescription,SafetyEquipmentCode,SafetyEquipmentDescription,Special Information,Other Associate Factor,Inattention,DirectionOfTravel,StreetOrHighwayName,SpeedLimit,MovementPrecCollCode,MovementPrecCollDescription,SobrietyDrugPhysicalCode1,SobrietyDrugPhysicalDescription1,SobrietyDrugPhysicalCode2,SobrietyDrugPhysicalDescription2,GenderCode,GenderDescription,StatedAge,DriverLicenseClass,DriverLicenseStateCode,RaceCode,RaceDesc,Vehicle1TypeId, Vehicle1TypeDesc, Vehicle1Year,Vehicle1Make,Vehicle1Model,Vehicle1Color,V1IsVehicleTowed,Vehicle2TypeId, Vehicle2TypeDesc, Vehicle2Year,Vehicle2Make,Vehicle2Model,Vehicle2Color,V2IsVehicleTowed,Lane,ThruLanes,TotalLanes,IsDREConducted
184430,98655,2,Driver,,False,False,M,AIR BAG NOT DEPLOYED,G,OCCUPANT LAP SHOULDER HARNESS USED,CELL PHONE NOT IN USE,NONE APPARENT,,N,US-101,55.0,B,PROCEEDING STRAIGHT,A,HAD NOT BEEN DRINKING,,,M,MALE,47.0,F,OR,W,WHITE,25.0,TruckTractor,2014.0,INTL,CONV,WHI,,31.0,SemiTrailer,2008.0,WALKR,Tanker,GRY,,,,,
184429,98655,1,Driver,True,False,False,M,AIR BAG NOT DEPLOYED,G,OCCUPANT LAP SHOULDER HARNESS USED,CELL PHONE NOT IN USE,NONE APPARENT,,N,US-101,65.0,J,CHANGING LANES,A,HAD NOT BEEN DRINKING,,,M,MALE,24.0,C,CA,O,OTHER,1.0,PassengerCarStationWagonJeep,2001.0,ACURA,INTEGRA,GRY,,,,,,,,,,,,
184383,98630,2,Driver,,False,False,M,AIR BAG NOT DEPLOYED,G,OCCUPANT LAP SHOULDER HARNESS USED,CELL PHONE NOT IN USE,NONE APPARENT,,N,SR-87,65.0,B,PROCEEDING STRAIGHT,A,HAD NOT BEEN DRINKING,,,M,MALE,43.0,C,CA,A,ASIAN,22.0,PickupsAndPanels,2004.0,TOYO,tacoma,GLD,,,,,,,,,,,,
184382,98630,1,Driver,True,False,False,P,NOT REQUIRED,G,OCCUPANT LAP SHOULDER HARNESS USED,CELL PHONE NOT IN USE,NONE APPARENT,,N,SR-87,65.0,J,CHANGING LANES,A,HAD NOT BEEN DRINKING,,,M,MALE,27.0,C,CA,H,HISPANIC,1.0,PassengerCarStationWagonJeep,2001.0,PONT,grand am,WHI,,,,,,,,,,,,
184352,98613,2,Driver,,False,False,P,NOT REQUIRED,G,OCCUPANT LAP SHOULDER HARNESS USED,CELL PHONE NOT IN USE,NONE APPARENT,,N,I-280,65.0,B,PROCEEDING STRAIGHT,A,HAD NOT BEEN DRINKING,,,M,MALE,48.0,C,CA,H,HISPANIC,7.0,SportUtilityVehicle,1995.0,JEEP,Cherokee,GRY,,,,,,,,,,,,
184351,98613,1,Driver,True,False,False,M,AIR BAG NOT DEPLOYED,G,OCCUPANT LAP SHOULDER HARNESS USED,CELL PHONE NOT IN USE,ENTERING OR LEAVING RAMP,,N,I-280,65.0,J,CHANGING LANES,A,HAD NOT BEEN DRINKING,,,M,MALE,64.0,C,CA,H,HISPANIC,7.0,SportUtilityVehicle,2003.0,TOYO,TUNDRA,GRY,,,,,,,,,,,,
184309,98591,2,ParkedVehicle,,False,False,,,,,CELL PHONE NOT IN USE,NONE APPARENT,,W,Alum Rock Ave,45.0,O,PARKED,H,NOT APPLICABLE,,,,,,,,,,1.0,PassengerCarStationWagonJeep,2008.0,DODGE,AVENGER,GRY,,,,,,,,,,,,
184308,98591,1,Driver,True,False,True,B,UNKNOWN,B,OCCUPANT UNKNOWN,CELL PHONE NOT IN USE,NONE APPARENT,,W,Alum Rock Ave,45.0,B,PROCEEDING STRAIGHT,G,IMPAIRMENT_NOT_KNOWN,,,,,,,,,,99.0,OtherUnknownHitAndRunDriver,,,,WHI,,,,,,,,,,,,
184275,98573,1,Driver,,False,False,M,AIR BAG NOT DEPLOYED,G,OCCUPANT LAP SHOULDER HARNESS USED,CELL PHONE NOT IN USE,NONE APPARENT,,N,I-280,65.0,B,PROCEEDING STRAIGHT,A,HAD NOT BEEN DRINKING,,,F,FEMALE,34.0,C,CA,H,HISPANIC,7.0,SportUtilityVehicle,2009.0,ACUR,MDX,SIL,,,,,,,,,,,,
184188,98524,2,Driver,,False,False,M,AIR BAG NOT DEPLOYED,G,OCCUPANT LAP SHOULDER HARNESS USED,CELL PHONE NOT IN USE,ENTERING OR LEAVING RAMP,,N,I-280,65.0,B,PROCEEDING STRAIGHT,A,HAD NOT BEEN DRINKING,,,F,FEMALE,26.0,C,CA,H,HISPANIC,7.0,SportUtilityVehicle,2008.0,ACURA,rdx,SIL,,,,,,,,,,,,
184187,98524,1,Driver,True,False,True,B,UNKNOWN,B,OCCUPANT UNKNOWN,CELL PHONE NOT IN USE,ENTERING OR LEAVING RAMP,,N,I-280,65.0,M,OTHER UNSAFE TURNING,G,IMPAIRMENT_NOT_KNOWN,,,,,,,,,,99.0,OtherUnknownHitAndRunDriver,,HYUN,,BLK,,,,,,,,,,,,
184127,98492,4,Driver,True,False,True,B,UNKNOWN,B,OCCUPANT UNKNOWN,CELL PHONE NOT IN USE,NONE APPARENT,,N,SR-87,65.0,B,PROCEEDING STRAIGHT,G,IMPAIRMENT_NOT_KNOWN,,,,,,,,,,99.0,OtherUnknownHitAndRunDriver,,,,,,,,,,,,,,,,
184126,98492,3,Driver,,False,False,L,AIR BAG DEPLOYED,G,OCCUPANT LAP SHOULDER HARNESS USED,CELL PHONE NOT IN USE,NONE APPARENT,,N,SR-87,65.0,H,SLOWING/STOPPING,A,HAD NOT BEEN DRINKING,,,M,MALE,20.0,C,CA,H,HISPANIC,22.0,PickupsAndPanels,2007.0,CHEV,Colorado,BLK,,,,,,,,,,,,
184125,98492,2,Driver,,False,False,M,AIR BAG NOT DEPLOYED,G,OCCUPANT LAP SHOULDER HARNESS USED,CELL PHONE NOT IN USE,NONE APPARENT,,N,SR-87,65.0,H,SLOWING/STOPPING,A,HAD NOT BEEN DRINKING,,,M,MALE,51.0,C,CA,A,ASIAN,22.0,PickupsAndPanels,2005.0,TOYT,TUNDRA,GLD,,,,,,,,,,,,
184124,98492,1,Driver,,False,False,M,AIR BAG NOT DEPLOYED,G,OCCUPANT LAP SHOULDER HARNESS USED,CELL PHONE NOT IN USE,NONE APPARENT,,N,SR-87,65.0,H,SLOWING/STOPPING,A,HAD NOT BEEN DRINKING,,,F,FEMALE,37.0,C,CA,O,OTHER,1.0,PassengerCarStationWagonJeep,2013.0,NISSAN,LEAF,SIL,,,,,,,,,,,,
184097,98477,2,ParkedVehicle,,False,False,,,,,CELL PHONE USE UNKNOWN,NONE APPARENT,,N,Shearwater Dr,25.0,O,PARKED,H,NOT APPLICABLE,,,,,,,,,,13.0,SchoolBusPublicTypeI,1997.0,THOMAS,school bus,YEL,,,,,,,,,,,,
184096,98477,1,Driver,True,False,False,M,AIR BAG NOT DEPLOYED,G,OCCUPANT LAP SHOULDER HARNESS USED,CELL PHONE NOT IN USE,NONE APPARENT,,N,Shearwater Dr,25.0,K,PARKING MANEUVER,A,HAD NOT BEEN DRINKING,,,M,MALE,43.0,C,CA,H,HISPANIC,26.0,TwoAxleTruck,2014.0,HINO,box truck,BLU,,,,,,,,,,,,
184040,98447,2,Driver,,False,False,M,AIR BAG NOT DEPLOYED,G,OCCUPANT LAP SHOULDER HARNESS USED,CELL PHONE NOT IN USE / CELL PHONE USE UNKNOWN,ENTERING OR LEAVING RAMP,,N,Monterey St n/b from Capitol,50.0,L,ENTERING TRAFFICD,A,HAD NOT BEEN DRINKING,,,M,MALE,68.0,B,CA,H,HISPANIC,16.0,SchoolBusPrivateTypeII,2007.0,BIGBS,School bus,YEL,,,,,,,,,,,,
184039,98447,1,Driver,True,False,False,M,AIR BAG NOT DEPLOYED,G,OCCUPANT LAP SHOULDER HARNESS USED,CELL PHONE NOT IN USE / CELL PHONE USE UNKNOWN,ENTERING OR LEAVING RAMP,,N, Monterey St n/b from Capitol,50.0,L,ENTERING TRAFFICD,A,HAD NOT BEEN DRINKING,,,F,FEMALE,33.0,C,CA,W,WHITE,1.0,PassengerCarStationWagonJeep,2012.0,DODG,Challenger,GRY,,,,,,,,,,,,
184006,98434,3,Driver,,False,True,B,UNKNOWN,B,OCCUPANT UNKNOWN,CELL PHONE NOT IN USE,NONE APPARENT,,N,SR-85,65.0,H,SLOWING/STOPPING,G,IMPAIRMENT_NOT_KNOWN,,,,,,,,,,99.0,OtherUnknownHitAndRunDriver,,,,,,,,,,,,,,,,
184005,98434,2,Driver,,False,False,L,AIR BAG DEPLOYED,G,OCCUPANT LAP SHOULDER HARNESS USED,CELL PHONE NOT IN USE,NONE APPARENT,,N,SR-85,65.0,H,SLOWING/STOPPING,A,HAD NOT BEEN DRINKING,,,M,MALE,44.0,B,CA,H,HISPANIC,8.0,MiniVan,2002.0,FORD,E-350,WHT,,,,,,,,,,,,
184004,98434,1,Driver,True,False,False,L,AIR BAG DEPLOYED,G,OCCUPANT LAP SHOULDER HARNESS USED,CELL PHONE NOT IN USE,NONE APPARENT,,N,SR-85,65.0,B,PROCEEDING STRAIGHT,A,HAD NOT BEEN DRINKING,,,M,MALE,59.0,C,CA,H,HISPANIC,1.0,PassengerCarStationWagonJeep,2005.0,MAZD,Mazda3,GRY,,,,,,,,,,,,
181900,97309,3,Driver,,False,False,M,AIR BAG NOT DEPLOYED,G,OCCUPANT LAP SHOULDER HARNESS USED,CELL PHONE NOT IN USE,NONE APPARENT,,N,I-280,65.0,H,SLOWING/STOPPING,A,HAD NOT BEEN DRINKING,,,F,FEMALE,50.0,C,CA,A,ASIAN,7.0,SportUtilityVehicle,2002.0,TOYO,Rav4,BLU,,,,,,,,,,,,
181899,97309,2,Driver,,False,False,M,AIR BAG NOT DEPLOYED,G,OCCUPANT LAP SHOULDER HARNESS USED,CELL PHONE NOT IN USE,NONE APPARENT,,N,I-280,65.0,H,SLOWING/STOPPING,A,HAD NOT BEEN DRINKING,,,F,FEMALE,50.0,C,CA,H,HISPANIC,1.0,PassengerCarStationWagonJeep,2013.0,CHEV,Spark,GRY,,,,,,,,,,,,
181898,97309,1,Driver,True,False,False,M,AIR BAG NOT DEPLOYED,G,OCCUPANT LAP SHOULDER HARNESS USED,CELL PHONE NOT IN USE,NONE APPARENT,,N,I-280,65.0,B,PROCEEDING STRAIGHT,A,HAD NOT BEEN DRINKING,,,M,MALE,42.0,C,CA,W,WHITE,1.0,PassengerCarStationWagonJeep,2004.0,HOND,Accord,GLD,,,,,,,,,,,,
181764,97232,3,Driver,,False,False,M,AIR BAG NOT DEPLOYED,G,OCCUPANT LAP SHOULDER HARNESS USED,CELL PHONE NOT IN USE,NONE APPARENT,,S,I-880,65.0,B,PROCEEDING STRAIGHT,A,HAD NOT BEEN DRINKING,,,M,MALE,53.0,C,CA,O,OTHER,7.0,SportUtilityVehicle,2006.0,VOLV,XC90,GRY,,,,,,,,,,,,
181763,97232,2,Driver,,False,False,M,AIR BAG NOT DEPLOYED,G,OCCUPANT LAP SHOULDER HARNESS USED,CELL PHONE NOT IN USE,NONE APPARENT,,S,I-880,65.0,B,PROCEEDING STRAIGHT,A,HAD NOT BEEN DRINKING,,,M,MALE,27.0,C,CA,H,HISPANIC,1.0,PassengerCarStationWagonJeep,2015.0,TOYO,Camry,WHT,,,,,,,,,,,,
181762,97232,1,Driver,True,False,False,M,AIR BAG NOT DEPLOYED,G,OCCUPANT LAP SHOULDER HARNESS USED,CELL PHONE NOT IN USE,ENTERING OR LEAVING RAMP,,S,I-880,65.0,J,CHANGING LANES,A,HAD NOT BEEN DRINKING,,,F,FEMALE,22.0,C,CA,A,ASIAN,1.0,PassengerCarStationWagonJeep,2010.0,HONDA,Accord,WHT,,,,,,,,,,,,
181748,97223,2,Driver,,False,False,M,AIR BAG NOT DEPLOYED,G,OCCUPANT LAP SHOULDER HARNESS USED,CELL PHONE NOT IN USE,NONE APPARENT,,S,I-280,65.0,H,SLOWING/STOPPING,A,HAD NOT BEEN DRINKING,,,M,MALE,58.0,C,CA,W,WHITE,1.0,PassengerCarStationWagonJeep,2001.0,TOYO,Avalon,SIL,,,,,,,,,,,,
181747,97223,1,Driver,True,False,False,M,AIR BAG NOT DEPLOYED,G,OCCUPANT LAP SHOULDER HARNESS USED,CELL PHONE NOT IN USE,NONE APPARENT,,S,I-280,65.0,B,PROCEEDING STRAIGHT,A,HAD NOT BEEN DRINKING,,,F,FEMALE,51.0,C,CA,H,HISPANIC,1.0,PassengerCarStationWagonJeep,2013.0,CHEV,CRUZ,WHI,,,,,,,,,,,,
181708,97202,2,Driver,,False,False,M,AIR BAG NOT DEPLOYED,G,OCCUPANT LAP SHOULDER HARNESS USED,CELL PHONE NOT IN USE,NONE APPARENT,,N,SR-87,65.0,A,STOPPED,A,HAD NOT BEEN DRINKING,,,F,FEMALE,25.0,C,CA,A,ASIAN,1.0,PassengerCarStationWagonJeep,2015.0,TOYO,PRIUS,BLU,,,,,,,,,,,,
181707,97202,1,Driver,True,False,True,B,UNKNOWN,B,OCCUPANT UNKNOWN,CELL PHONE NOT IN USE,NONE APPARENT,,N,SR-87,65.0,H,SLOWING/STOPPING,G,IMPAIRMENT_NOT_KNOWN,,,M,MALE,,,,H,HISPANIC,22.0,PickupsAndPanels,,,,WHT,,,,,,,,,,,,
181692,97194,2,Driver,,False,False,M,AIR BAG NOT DEPLOYED,G,OCCUPANT LAP SHOULDER HARNESS USED,CELL PHONE NOT IN USE,STOP & GO TRAFFIC,,N,US-101 ,65.0,H,SLOWING/STOPPING,A,HAD NOT BEEN DRINKING,,,M,MALE,38.0,C,CA,O,OTHER,1.0,PassengerCarStationWagonJeep,2011.0,TOYT,Prius,GRY,,,,,,,,,,,,
181691,97194,1,Driver,True,False,False,L,AIR BAG DEPLOYED,G,OCCUPANT LAP SHOULDER HARNESS USED,CELL PHONE NOT IN USE,STOP & GO TRAFFIC,,N,US-101,65.0,B,PROCEEDING STRAIGHT,A,HAD NOT BEEN DRINKING,,,M,MALE,29.0,C,CA,A,ASIAN,8.0,MiniVan,2004.0,NISS,Quest,WHI,,,,,,,,,,,,
181690,97193,1,Driver,True,False,False,L,AIR BAG DEPLOYED,G,OCCUPANT LAP SHOULDER HARNESS USED,CELL PHONE NOT IN USE,NONE APPARENT,,N,I-880,65.0,B,PROCEEDING STRAIGHT,A,HAD NOT BEEN DRINKING,,,M,MALE,19.0,C,CA,H,HISPANIC,7.0,SportUtilityVehicle,2003.0,HYUN,Santa Fe,GLD,,,,,,,,,,,,
181622,97154,2,Driver,,False,False,M,AIR BAG NOT DEPLOYED,G,OCCUPANT LAP SHOULDER HARNESS USED,CELL PHONE NOT IN USE,NONE APPARENT,,S,I-880,65.0,H,SLOWING/STOPPING,A,HAD NOT BEEN DRINKING,,,M,MALE,64.0,C,CA,A,ASIAN,23.0,PickupWithCamper,2006.0,FORD,F150,WHI,,,,,,,,,,,,
181621,97154,1,Driver,True,False,False,P,NOT REQUIRED,W,MOTOR BICYCLE DRIVER WITH HELMET,CELL PHONE NOT IN USE,VC SECTION VIOLATED - 22350 VC,,S,I-880,65.0,B,PROCEEDING STRAIGHT,B,HBD-UNDER INFLUENCE,,,M,MALE,25.0,M1,CA,W,WHITE,2.0,Motorcycle,2003.0,KAWA,Ninja 250,YEL,,,,,,,,,,,,
181611,97147,4,Driver,,False,False,M,AIR BAG NOT DEPLOYED,G,OCCUPANT LAP SHOULDER HARNESS USED,CELL PHONE NOT IN USE,NONE APPARENT,,E,SR-237,65.0,H,SLOWING/STOPPING,A,HAD NOT BEEN DRINKING,,,F,FEMALE,47.0,C,CA,W,WHITE,22.0,PickupsAndPanels,2014.0,CHEVY,SILVERADO,BRN,,,,,,,,,,,,
181610,97147,3,Driver,,False,False,M,AIR BAG NOT DEPLOYED,G,OCCUPANT LAP SHOULDER HARNESS USED,CELL PHONE NOT IN USE,NONE APPARENT,,E,SR-237,65.0,H,SLOWING/STOPPING,A,HAD NOT BEEN DRINKING,,,F,FEMALE,33.0,C,CA,A,ASIAN,1.0,PassengerCarStationWagonJeep,2011.0,TOYT,CAMRY,GLD,,,,,,,,,,,,
181609,97147,2,Driver,,False,False,L,AIR BAG DEPLOYED,G,OCCUPANT LAP SHOULDER HARNESS USED,CELL PHONE NOT IN USE,NONE APPARENT,,E,SR-237,65.0,H,SLOWING/STOPPING,A,HAD NOT BEEN DRINKING,,,M,MALE,47.0,C,CA,A,ASIAN,7.0,SportUtilityVehicle,2015.0,BMW,X3,BLK,,,,,,,,,,,,
181608,97147,1,Driver,True,False,False,L,AIR BAG DEPLOYED,G,OCCUPANT LAP SHOULDER HARNESS USED,CELL PHONE NOT IN USE,NONE APPARENT,,E,SR-237,65.0,B,PROCEEDING STRAIGHT,A,HAD NOT BEEN DRINKING,,,F,FEMALE,29.0,C,CA,O,OTHER,7.0,SportUtilityVehicle,2014.0,NISSAN,MURANO,GRY,,,,,,,,,,,,
181599,97142,2,Driver,,False,False,M,AIR BAG NOT DEPLOYED,G,OCCUPANT LAP SHOULDER HARNESS USED,CELL PHONE NOT IN USE,NONE APPARENT,,S,US101,65.0,H,SLOWING/STOPPING,A,HAD NOT BEEN DRINKING,,,M,MALE,41.0,C,CA,A,ASIAN,1.0,PassengerCarStationWagonJeep,2015.0,FORD,Taurus,GRY,,,,,,,,,,,,
181598,97142,1,Driver,True,False,False,M,AIR BAG NOT DEPLOYED,G,OCCUPANT LAP SHOULDER HARNESS USED,CELL PHONE NOT IN USE,NONE APPARENT,,S,US101,65.0,B,PROCEEDING STRAIGHT,A,HAD NOT BEEN DRINKING,,,F,FEMALE,40.0,C,CA,H,HISPANIC,1.0,PassengerCarStationWagonJeep,2000.0,TOYO,CAMRY,BLK,,,,,,,,,,,,
181588,97137,1,Driver,True,False,False,L,AIR BAG DEPLOYED,G,OCCUPANT LAP SHOULDER HARNESS USED,CELL PHONE NOT IN USE,NONE APPARENT,,S,I-280,65.0,M,OTHER UNSAFE TURNING,A,HAD NOT BEEN DRINKING,,,M,MALE,20.0,U,CA,H,HISPANIC,1.0,PassengerCarStationWagonJeep,1995.0,HONDA,Civic,GRY,,,,,,,,,,,,
181433,97057,2,Driver,,False,False,M,AIR BAG NOT DEPLOYED,G,OCCUPANT LAP SHOULDER HARNESS USED,CELL PHONE NOT IN USE,STOP & GO TRAFFIC / ENTERING OR LEAVING RAMP,,N,SR-87,65.0,A,STOPPED,A,HAD NOT BEEN DRINKING,,,M,MALE,47.0,C,CA,A,ASIAN,1.0,PassengerCarStationWagonJeep,2006.0,LEXU,GS300,GRY,,,,,,,,,,,,
181432,97057,1,Driver,True,False,False,M,AIR BAG NOT DEPLOYED,G,OCCUPANT LAP SHOULDER HARNESS USED,CELL PHONE NOT IN USE,STOP & GO TRAFFIC / ENTERING OR LEAVING RAMP,,N,SR-87,65.0,B,PROCEEDING STRAIGHT,A,HAD NOT BEEN DRINKING,,,F,FEMALE,43.0,C,CA,W,WHITE,1.0,PassengerCarStationWagonJeep,2007.0,HOND,CIV,RED,,,,,,,,,,,,
181413,97047,2,Driver,,False,False,M,AIR BAG NOT DEPLOYED,G,OCCUPANT LAP SHOULDER HARNESS USED,CELL PHONE NOT IN USE,NONE APPARENT,,N,US101,65.0,B,PROCEEDING STRAIGHT,A,HAD NOT BEEN DRINKING,,,M,MALE,38.0,C,CA,A,ASIAN,1.0,PassengerCarStationWagonJeep,2010.0,TOYT,PRIUS,SIL,,,,,,,,,,,,
181412,97047,1,Driver,True,False,True,B,UNKNOWN,B,OCCUPANT UNKNOWN,CELL PHONE NOT IN USE,NONE APPARENT,,N,US101,65.0,J,CHANGING LANES,G,IMPAIRMENT_NOT_KNOWN,,,,,,,,,,7.0,SportUtilityVehicle,2012.0,TOYO,RAV4,SIL,,,,,,,,,,,,
181404,97042,2,Driver,,False,False,M,AIR BAG NOT DEPLOYED,G,OCCUPANT LAP SHOULDER HARNESS USED,CELL PHONE NOT IN USE,NONE APPARENT,,S,US101,65.0,A,STOPPED,A,HAD NOT BEEN DRINKING,,,M,MALE,50.0,F,IT,W,WHITE,1.0,PassengerCarStationWagonJeep,2015.0,FIAT,500,/BLK,,,,,,,,,,,,
181403,97042,1,Driver,True,False,False,M,AIR BAG NOT DEPLOYED,G,OCCUPANT LAP SHOULDER HARNESS USED,CELL PHONE NOT IN USE,NONE APPARENT,,S,US101,65.0,B,PROCEEDING STRAIGHT,A,HAD NOT BEEN DRINKING,,,M,MALE,25.0,F,IT,O,OTHER,1.0,PassengerCarStationWagonJeep,2007.0,TOYO,CAMRY,GRY,,,,,,,,,,,,
181363,97020,2,Driver,,False,False,M,AIR BAG NOT DEPLOYED,G,OCCUPANT LAP SHOULDER HARNESS USED,CELL PHONE NOT IN USE,NONE APPARENT,,S,SR-87,65.0,A,STOPPED,A,HAD NOT BEEN DRINKING,,,M,MALE,29.0,C,CA,O,OTHER,1.0,PassengerCarStationWagonJeep,2011.0,TOYT,CAMRY,BLK,,,,,,,,,,,,
181362,97020,1,Driver,True,False,False,M,AIR BAG NOT DEPLOYED,G,OCCUPANT LAP SHOULDER HARNESS USED,CELL PHONE NOT IN USE,VC SECTION VIOLATED - 22350,,S,SR-87,65.0,B,PROCEEDING STRAIGHT,B,HBD-UNDER INFLUENCE,,,M,MALE,40.0,A,CA,H,HISPANIC,1.0,PassengerCarStationWagonJeep,2007.0,VOLK,JETTA,BLK,,,,,,,,,,,,
181357,97017,2,Driver,,False,False,M,AIR BAG NOT DEPLOYED,G,OCCUPANT LAP SHOULDER HARNESS USED,CELL PHONE NOT IN USE,NONE APPARENT,,S,I-880,65.0,B,PROCEEDING STRAIGHT,A,HAD NOT BEEN DRINKING,,,M,MALE,40.0,,,O,OTHER,7.0,SportUtilityVehicle,2006.0,BMW,X5,BLK,,,,,,,,,,,,
181356,97017,1,Driver,True,False,False,M,AIR BAG NOT DEPLOYED,G,OCCUPANT LAP SHOULDER HARNESS USED,CELL PHONE NOT IN USE,NONE APPARENT,,S,I-880,65.0,J,CHANGING LANES,A,HAD NOT BEEN DRINKING,,,F,FEMALE,36.0,U,CA,W,WHITE,1.0,PassengerCarStationWagonJeep,2004.0,HONDA,CIVIC,RED,,,,,,,,,,,,
